"team1_name","team1_score","team2_name","team2_score","location","nOT","game_length"
"New Jersey Nets",98,"Indiana Pacers",91,"New Jersey",0,48
"Sacramento Kings",105,"Boston Celtics",83,"Sacramento",0,48
"Philadelphia 76ers",119,"Cleveland Cavaliers",99,"Cleveland",0,48
"Golden State Warriors",111,"New York Knicks",107,"Golden State",0,48
"Dallas Mavericks",100,"Houston Rockets",85,"Houston",0,48
"Los Angeles Lakers",92,"Portland Trail Blazers",84,"Los Angeles",0,48
"Minnesota Timberwolves",103,"Detroit Pistons",96,"Minnesota",0,48
"New Orleans Hornets",125,"Memphis Grizzlies",123,"New Orleans",1,53
"Orlando Magic",110,"Chicago Bulls",96,"Orlando",0,48
"Seattle Supersonics",88,"Milwaukee Bucks",58,"Seattle",0,48
"Toronto Raptors",92,"Phoenix Suns",89,"Toronto",0,48
"Washington Wizards",89,"New Jersey Nets",86,"Washington",0,48
"New Orleans Hornets",93,"Detroit Pistons",91,"Detroit",0,48
"Houston Rockets",93,"Memphis Grizzlies",82,"Houston",0,48
"Atlanta Hawks",89,"Los Angeles Clippers",87,"Los Angeles",0,48
"Miami Heat",100,"Chicago Bulls",90,"Miami",0,48
"Milwaukee Bucks",93,"Portland Trail Blazers",90,"Portland",0,48
"San Antonio Spurs",105,"Indiana Pacers",96,"San Antonio",0,48
"Utah Jazz",99,"Denver Nuggets",89,"Utah",0,48
"Golden State Warriors",115,"Atlanta Hawks",93,"Golden State",0,48
"Los Angeles Lakers",106,"Seattle Supersonics",101,"Los Angeles",0,48
"Minnesota Timberwolves",99,"Phoenix Suns",97,"Minnesota",0,48
"Orlando Magic",113,"New Jersey Nets",105,"New Jersey",0,48
"Philadelphia 76ers",116,"Cleveland Cavaliers",103,"Philadelphia",0,48
"Sacramento Kings",99,"New York Knicks",92,"Sacramento",0,48
"Dallas Mavericks",106,"Washington Wizards",101,"Washington",1,53
"Houston Rockets",101,"Boston Celtics",95,"Boston",1,53
"Chicago Bulls",90,"Phoenix Suns",87,"Chicago",0,48
"Golden State Warriors",94,"Denver Nuggets",89,"Denver",0,48
"Memphis Grizzlies",103,"Utah Jazz",92,"Memphis",0,48
"Minnesota Timberwolves",117,"Milwaukee Bucks",114,"Milwaukee",0,48
"Seattle Supersonics",86,"Detroit Pistons",79,"Seattle",0,48
"Cleveland Cavaliers",93,"New Jersey Nets",90,"Cleveland",0,48
"Washington Wizards",83,"Indiana Pacers",78,"Indiana",0,48
"Los Angeles Lakers",109,"Los Angeles Clippers",98,"Los Angeles",0,48
"New York Knicks",102,"Houston Rockets",95,"New York",0,48
"Orlando Magic",98,"Dallas Mavericks",93,"Orlando",0,48
"Portland Trail Blazers",89,"Atlanta Hawks",86,"Portland",0,48
"Sacramento Kings",81,"Detroit Pistons",75,"Sacramento",0,48
"San Antonio Spurs",84,"Miami Heat",69,"San Antonio",0,48
"Boston Celtics",71,"Indiana Pacers",69,"Boston",0,48
"Chicago Bulls",103,"Toronto Raptors",95,"Chicago",0,48
"Portland Trail Blazers",94,"Denver Nuggets",84,"Denver",0,48
"Golden State Warriors",108,"Los Angeles Clippers",94,"Los Angeles",0,48
"Phoenix Suns",118,"Milwaukee Bucks",112,"Milwaukee",0,48
"Minnesota Timberwolves",92,"Utah Jazz",85,"Minnesota",0,48
"New Jersey Nets",105,"New York Knicks",76,"New Jersey",0,48
"New Orleans Hornets",91,"Miami Heat",82,"New Orleans",0,48
"Philadelphia 76ers",111,"Memphis Grizzlies",107,"Philadelphia",0,48
"Seattle Supersonics",93,"Atlanta Hawks",76,"Seattle",0,48
"Sacramento Kings",126,"Dallas Mavericks",124,"Dallas",1,53
"Los Angeles Lakers",95,"Detroit Pistons",85,"Los Angeles",0,48
"Washington Wizards",100,"Houston Rockets",98,"Washington",1,53
"Boston Celtics",90,"Toronto Raptors",85,"Boston",0,48
"Atlanta Hawks",110,"Chicago Bulls",88,"Chicago",0,48
"New Orleans Hornets",94,"Denver Nuggets",88,"Denver",0,48
"Indiana Pacers",107,"Milwaukee Bucks",98,"Indiana",0,48
"Memphis Grizzlies",126,"Miami Heat",116,"Memphis",1,53
"Minnesota Timberwolves",118,"Cleveland Cavaliers",95,"Minnesota",0,48
"New York Knicks",118,"Orlando Magic",110,"New York",2,58
"Philadelphia 76ers",104,"Utah Jazz",83,"Philadelphia",0,48
"Portland Trail Blazers",109,"Los Angeles Clippers",103,"Portland",0,48
"Seattle Supersonics",107,"Los Angeles Lakers",90,"Seattle",0,48
"Dallas Mavericks",114,"Memphis Grizzlies",87,"Dallas",0,48
"Golden State Warriors",92,"Detroit Pistons",90,"Golden State",0,48
"Seattle Supersonics",109,"Los Angeles Clippers",101,"Los Angeles",0,48
"New Orleans Hornets",97,"Phoenix Suns",92,"Phoenix",0,48
"San Antonio Spurs",108,"Sacramento Kings",100,"San Antonio",0,48
"Washington Wizards",101,"Chicago Bulls",93,"Washington",0,48
"Orlando Magic",102,"Cleveland Cavaliers",76,"Cleveland",0,48
"Philadelphia 76ers",100,"Denver Nuggets",94,"Denver",0,48
"San Antonio Spurs",97,"Houston Rockets",88,"Houston",0,48
"Miami Heat",93,"Washington Wizards",83,"Miami",0,48
"Milwaukee Bucks",120,"Atlanta Hawks",93,"Milwaukee",0,48
"Minnesota Timberwolves",99,"New York Knicks",90,"Minnesota",0,48
"Utah Jazz",91,"New Jersey Nets",90,"New Jersey",0,48
"Portland Trail Blazers",103,"Detroit Pistons",86,"Portland",0,48
"Toronto Raptors",104,"Boston Celtics",92,"Toronto",0,48
"Orlando Magic",104,"Chicago Bulls",89,"Chicago",0,48
"New Orleans Hornets",111,"Los Angeles Clippers",108,"Los Angeles",0,48
"Boston Celtics",111,"Memphis Grizzlies",110,"Memphis",0,48
"Sacramento Kings",107,"Philadelphia 76ers",99,"Sacramento",0,48
"Atlanta Hawks",92,"Denver Nuggets",86,"Atlanta",0,48
"Dallas Mavericks",88,"New Jersey Nets",79,"Dallas",0,48
"Detroit Pistons",96,"Houston Rockets",83,"Detroit",0,48
"Golden State Warriors",107,"Indiana Pacers",100,"Golden State",0,48
"Milwaukee Bucks",100,"Miami Heat",91,"Miami",0,48
"New York Knicks",89,"Cleveland Cavaliers",80,"New York",0,48
"Phoenix Suns",104,"San Antonio Spurs",97,"San Antonio",0,48
"Seattle Supersonics",92,"Minnesota Timberwolves",83,"Seattle",0,48
"Toronto Raptors",89,"Washington Wizards",86,"Washington",0,48
"Boston Celtics",97,"New York Knicks",95,"Boston",0,48
"Atlanta Hawks",111,"Cleveland Cavaliers",105,"Cleveland",0,48
"Los Angeles Lakers",97,"Indiana Pacers",95,"Los Angeles",0,48
"Memphis Grizzlies",96,"Denver Nuggets",86,"Memphis",0,48
"Orlando Magic",111,"Milwaukee Bucks",99,"Orlando",0,48
"Phoenix Suns",98,"Portland Trail Blazers",92,"Phoenix",0,48
"Sacramento Kings",96,"Minnesota Timberwolves",95,"Sacramento",1,53
"Houston Rockets",97,"Toronto Raptors",95,"Toronto",0,48
"Utah Jazz",94,"Seattle Supersonics",83,"Utah",0,48
"Washington Wizards",99,"Los Angeles Clippers",80,"Washington",0,48
"Chicago Bulls",119,"Golden State Warriors",105,"Chicago",0,48
"Philadelphia 76ers",88,"Portland Trail Blazers",60,"Portland",0,48
"San Antonio Spurs",92,"New Jersey Nets",78,"San Antonio",0,48
"Boston Celtics",83,"Los Angeles Clippers",72,"Boston",0,48
"Los Angeles Lakers",106,"Minnesota Timberwolves",96,"Los Angeles",0,48
"Dallas Mavericks",91,"Miami Heat",89,"Miami",0,48
"New Orleans Hornets",102,"Cleveland Cavaliers",76,"New Orleans",0,48
"New York Knicks",111,"Orlando Magic",102,"Orlando",0,48
"Philadelphia 76ers",108,"Seattle Supersonics",99,"Seattle",0,48
"Sacramento Kings",108,"Utah Jazz",105,"Utah",1,53
"Milwaukee Bucks",85,"Washington Wizards",82,"Washington",0,48
"Toronto Raptors",107,"Atlanta Hawks",98,"Atlanta",0,48
"Los Angeles Clippers",103,"Chicago Bulls",97,"Chicago",0,48
"Memphis Grizzlies",115,"Cleveland Cavaliers",89,"Cleveland",0,48
"Dallas Mavericks",101,"Utah Jazz",77,"Dallas",0,48
"Houston Rockets",83,"New Jersey Nets",71,"Houston",0,48
"Denver Nuggets",98,"Miami Heat",92,"Miami",0,48
"Milwaukee Bucks",138,"Golden State Warriors",133,"Milwaukee",1,53
"Portland Trail Blazers",94,"Indiana Pacers",80,"Portland",0,48
"San Antonio Spurs",94,"Boston Celtics",78,"Boston",0,48
"Detroit Pistons",107,"Golden State Warriors",105,"Detroit",0,48
"Los Angeles Lakers",106,"Philadelphia 76ers",92,"Los Angeles",0,48
"New Jersey Nets",102,"New Orleans Hornets",92,"New Orleans",0,48
"New York Knicks",97,"Washington Wizards",96,"New York",0,48
"Orlando Magic",111,"Denver Nuggets",98,"Orlando",0,48
"Minnesota Timberwolves",105,"Phoenix Suns",98,"Phoenix",0,48
"Sacramento Kings",107,"Indiana Pacers",88,"Sacramento",0,48
"Memphis Grizzlies",119,"Toronto Raptors",106,"Toronto",0,48
"Atlanta Hawks",95,"Los Angeles Clippers",86,"Atlanta",0,48
"Minnesota Timberwolves",92,"Dallas Mavericks",83,"Dallas",0,48
"Utah Jazz",83,"Miami Heat",73,"Miami",0,48
"Chicago Bulls",116,"Los Angeles Lakers",99,"Chicago",0,48
"Miami Heat",77,"Cleveland Cavaliers",75,"Cleveland",0,48
"Denver Nuggets",95,"Toronto Raptors",87,"Denver",0,48
"Golden State Warriors",113,"Phoenix Suns",98,"Golden State",0,48
"New Orleans Hornets",81,"Indiana Pacers",71,"Indiana",0,48
"San Antonio Spurs",105,"Milwaukee Bucks",102,"Milwaukee",0,48
"Memphis Grizzlies",87,"New York Knicks",85,"New York",0,48
"Portland Trail Blazers",92,"Seattle Supersonics",77,"Seattle",0,48
"Washington Wizards",106,"Orlando Magic",105,"Washington",0,48
"Atlanta Hawks",111,"Milwaukee Bucks",92,"Atlanta",0,48
"Boston Celtics",93,"New Orleans Hornets",65,"Boston",0,48
"Detroit Pistons",111,"Los Angeles Lakers",88,"Detroit",0,48
"Houston Rockets",118,"Los Angeles Clippers",114,"Houston",1,53
"Memphis Grizzlies",124,"Chicago Bulls",95,"Memphis",0,48
"San Antonio Spurs",111,"Minnesota Timberwolves",99,"Minnesota",0,48
"Utah Jazz",111,"Orlando Magic",108,"Orlando",0,48
"Philadelphia 76ers",96,"Indiana Pacers",93,"Philadelphia",0,48
"Portland Trail Blazers",125,"Toronto Raptors",103,"Portland",0,48
"New Jersey Nets",90,"Boston Celtics",75,"New Jersey",0,48
"Phoenix Suns",109,"Sacramento Kings",84,"Phoenix",0,48
"Seattle Supersonics",107,"Dallas Mavericks",100,"Seattle",0,48
"Atlanta Hawks",107,"New York Knicks",104,"Atlanta",0,48
"Detroit Pistons",90,"Washington Wizards",80,"Detroit",0,48
"Dallas Mavericks",116,"Golden State Warriors",114,"Golden State",0,48
"Houston Rockets",121,"Chicago Bulls",91,"Houston",0,48
"Indiana Pacers",101,"Utah Jazz",81,"Indiana",0,48
"New Orleans Hornets",87,"Miami Heat",83,"Miami",0,48
"Los Angeles Lakers",106,"Minnesota Timberwolves",99,"Minnesota",0,48
"Philadelphia 76ers",90,"Portland Trail Blazers",79,"Philadelphia",0,48
"Sacramento Kings",119,"Toronto Raptors",84,"Sacramento",0,48
"San Antonio Spurs",107,"Los Angeles Clippers",96,"San Antonio",0,48
"Boston Celtics",81,"Detroit Pistons",71,"Detroit",0,48
"Los Angeles Lakers",98,"Milwaukee Bucks",94,"Milwaukee",0,48
"Orlando Magic",96,"New Orleans Hornets",86,"Orlando",0,48
"Golden State Warriors",94,"Seattle Supersonics",88,"Seattle",0,48
"Washington Wizards",89,"Miami Heat",82,"Washington",0,48
"Cleveland Cavaliers",122,"Utah Jazz",95,"Cleveland",0,48
"Seattle Supersonics",92,"Denver Nuggets",84,"Denver",0,48
"Houston Rockets",85,"Phoenix Suns",75,"Houston",0,48
"Los Angeles Clippers",111,"Toronto Raptors",110,"Los Angeles",0,48
"Memphis Grizzlies",124,"Atlanta Hawks",92,"Memphis",0,48
"Minnesota Timberwolves",111,"Portland Trail Blazers",95,"Minnesota",0,48
"Philadelphia 76ers",92,"New Jersey Nets",87,"New Jersey",0,48
"New York Knicks",120,"Milwaukee Bucks",111,"New York",0,48
"Dallas Mavericks",129,"Sacramento Kings",123,"Sacramento",1,53
"San Antonio Spurs",108,"Chicago Bulls",97,"San Antonio",0,48
"Portland Trail Blazers",95,"Indiana Pacers",88,"Indiana",0,48
"Los Angeles Lakers",102,"Los Angeles Clippers",85,"Los Angeles",0,48
"Phoenix Suns",95,"Toronto Raptors",91,"Phoenix",1,53
"New Jersey Nets",87,"Boston Celtics",74,"Boston",0,48
"Chicago Bulls",103,"Atlanta Hawks",78,"Chicago",0,48
"Dallas Mavericks",114,"Cleveland Cavaliers",93,"Dallas",0,48
"Philadelphia 76ers",103,"Miami Heat",83,"Miami",0,48
"Minnesota Timberwolves",96,"Memphis Grizzlies",80,"Minnesota",0,48
"Sacramento Kings",117,"Golden State Warriors",91,"Sacramento",0,48
"New York Knicks",105,"San Antonio Spurs",97,"San Antonio",0,48
"Seattle Supersonics",100,"Houston Rockets",94,"Seattle",0,48
"Utah Jazz",99,"Denver Nuggets",81,"Utah",0,48
"Detroit Pistons",94,"Washington Wizards",90,"Washington",1,53
"Golden State Warriors",105,"Seattle Supersonics",99,"Golden State",0,48
"Indiana Pacers",102,"Boston Celtics",72,"Indiana",0,48
"Los Angeles Clippers",91,"Denver Nuggets",78,"Los Angeles",0,48
"Memphis Grizzlies",128,"Cleveland Cavaliers",101,"Memphis",0,48
"Milwaukee Bucks",104,"New Jersey Nets",85,"New Jersey",0,48
"New Orleans Hornets",101,"New York Knicks",96,"New Orleans",0,48
"Orlando Magic",109,"Miami Heat",93,"Orlando",0,48
"Utah Jazz",99,"Phoenix Suns",86,"Phoenix",0,48
"Portland Trail Blazers",94,"Houston Rockets",83,"Portland",0,48
"Toronto Raptors",87,"Atlanta Hawks",86,"Toronto",0,48
"San Antonio Spurs",112,"Dallas Mavericks",110,"Dallas",1,53
"Detroit Pistons",113,"Philadelphia 76ers",85,"Detroit",0,48
"Sacramento Kings",107,"Los Angeles Lakers",99,"Sacramento",0,48
"Houston Rockets",117,"Golden State Warriors",107,"Golden State",0,48
"Indiana Pacers",101,"Memphis Grizzlies",92,"Indiana",0,48
"Los Angeles Lakers",104,"Boston Celtics",96,"Los Angeles",0,48
"Miami Heat",107,"Toronto Raptors",98,"Miami",0,48
"New Orleans Hornets",113,"Milwaukee Bucks",98,"New Orleans",0,48
"New York Knicks",97,"Detroit Pistons",93,"New York",0,48
"Orlando Magic",109,"Cleveland Cavaliers",85,"Orlando",0,48
"Atlanta Hawks",114,"Philadelphia 76ers",105,"Philadelphia",0,48
"Phoenix Suns",109,"Washington Wizards",83,"Phoenix",0,48
"Minnesota Timberwolves",101,"San Antonio Spurs",94,"San Antonio",1,53
"Seattle Supersonics",101,"Denver Nuggets",99,"Seattle",1,53
"Atlanta Hawks",92,"Indiana Pacers",89,"Atlanta",0,48
"Chicago Bulls",100,"New York Knicks",98,"Chicago",0,48
"Dallas Mavericks",102,"Phoenix Suns",95,"Dallas",0,48
"Denver Nuggets",90,"Boston Celtics",80,"Denver",0,48
"Milwaukee Bucks",93,"New Orleans Hornets",85,"Milwaukee",0,48
"New Jersey Nets",107,"Memphis Grizzlies",99,"New Jersey",0,48
"Sacramento Kings",113,"Portland Trail Blazers",104,"Portland",0,48
"Utah Jazz",88,"Los Angeles Clippers",73,"Utah",0,48
"Cleveland Cavaliers",93,"New Jersey Nets",88,"Cleveland",0,48
"Detroit Pistons",105,"Chicago Bulls",82,"Detroit",0,48
"Golden State Warriors",113,"Washington Wizards",107,"Golden State",0,48
"Orlando Magic",96,"Miami Heat",74,"Miami",0,48
"Sacramento Kings",109,"Houston Rockets",108,"Sacramento",0,48
"San Antonio Spurs",98,"Los Angeles Lakers",89,"San Antonio",0,48
"Philadelphia 76ers",112,"Toronto Raptors",95,"Toronto",0,48
"Dallas Mavericks",108,"Denver Nuggets",96,"Denver",0,48
"Houston Rockets",108,"Los Angeles Clippers",90,"Los Angeles",0,48
"New York Knicks",100,"Toronto Raptors",90,"New York",0,48
"Memphis Grizzlies",110,"Orlando Magic",104,"Orlando",0,48
"Seattle Supersonics",82,"Phoenix Suns",73,"Phoenix",0,48
"Utah Jazz",96,"Boston Celtics",91,"Utah",0,48
"Minnesota Timberwolves",108,"Miami Heat",91,"Minnesota",0,48
"Washington Wizards",95,"Portland Trail Blazers",91,"Portland",0,48
"San Antonio Spurs",107,"Milwaukee Bucks",94,"San Antonio",0,48
"Los Angeles Lakers",108,"Atlanta Hawks",91,"Atlanta",0,48
"Cleveland Cavaliers",124,"Golden State Warriors",103,"Cleveland",0,48
"Golden State Warriors",107,"Boston Celtics",95,"Boston",0,48
"Chicago Bulls",82,"Miami Heat",74,"Chicago",0,48
"Denver Nuggets",108,"Milwaukee Bucks",103,"Denver",0,48
"Detroit Pistons",102,"Atlanta Hawks",99,"Detroit",1,53
"Los Angeles Lakers",96,"Houston Rockets",93,"Houston",0,48
"Philadelphia 76ers",91,"Indiana Pacers",85,"Indiana",0,48
"Dallas Mavericks",114,"Los Angeles Clippers",107,"Los Angeles",0,48
"Phoenix Suns",101,"Memphis Grizzlies",99,"Memphis",0,48
"New Jersey Nets",101,"New York Knicks",95,"New Jersey",0,48
"Orlando Magic",97,"New Orleans Hornets",95,"New Orleans",0,48
"Washington Wizards",80,"Seattle Supersonics",74,"Seattle",0,48
"Toronto Raptors",89,"Cleveland Cavaliers",83,"Toronto",0,48
"Utah Jazz",94,"Portland Trail Blazers",85,"Utah",0,48
"Orlando Magic",110,"Minnesota Timberwolves",107,"Orlando",0,48
"Sacramento Kings",93,"Los Angeles Clippers",83,"Sacramento",0,48
"San Antonio Spurs",98,"Houston Rockets",85,"San Antonio",0,48
"Boston Celtics",104,"Cleveland Cavaliers",95,"Boston",0,48
"Phoenix Suns",94,"Detroit Pistons",91,"Detroit",0,48
"Indiana Pacers",140,"Chicago Bulls",89,"Indiana",0,48
"Los Angeles Lakers",108,"Washington Wizards",94,"Los Angeles",0,48
"Miami Heat",111,"Minnesota Timberwolves",84,"Miami",0,48
"New Jersey Nets",122,"New York Knicks",101,"New York",0,48
"Golden State Warriors",102,"Philadelphia 76ers",98,"Philadelphia",0,48
"Portland Trail Blazers",112,"Dallas Mavericks",95,"Portland",0,48
"Seattle Supersonics",95,"Memphis Grizzlies",71,"Seattle",0,48
"New Orleans Hornets",101,"Toronto Raptors",92,"Toronto",0,48
"Utah Jazz",103,"Milwaukee Bucks",90,"Utah",0,48
"Philadelphia 76ers",110,"Atlanta Hawks",89,"Atlanta",0,48
"Sacramento Kings",107,"Chicago Bulls",92,"Chicago",0,48
"Boston Celtics",110,"Cleveland Cavaliers",106,"Cleveland",0,48
"Houston Rockets",102,"Denver Nuggets",89,"Houston",0,48
"New Jersey Nets",109,"Golden State Warriors",97,"New Jersey",0,48
"San Antonio Spurs",101,"Utah Jazz",81,"San Antonio",0,48
"Denver Nuggets",88,"Washington Wizards",72,"Denver",0,48
"Detroit Pistons",99,"Sacramento Kings",88,"Detroit",0,48
"Indiana Pacers",92,"Phoenix Suns",81,"Indiana",0,48
"Los Angeles Clippers",102,"Memphis Grizzlies",100,"Los Angeles",0,48
"Milwaukee Bucks",109,"Miami Heat",87,"Milwaukee",0,48
"Dallas Mavericks",119,"Minnesota Timberwolves",95,"Minnesota",0,48
"San Antonio Spurs",92,"New Orleans Hornets",90,"New Orleans",0,48
"Seattle Supersonics",119,"Los Angeles Lakers",98,"Seattle",0,48
"Toronto Raptors",95,"New York Knicks",86,"Toronto",0,48
"Los Angeles Lakers",110,"Memphis Grizzlies",94,"Los Angeles",0,48
"Milwaukee Bucks",91,"Miami Heat",86,"Miami",0,48
"New Jersey Nets",110,"Houston Rockets",86,"New Jersey",0,48
"Philadelphia 76ers",118,"Orlando Magic",113,"Orlando",1,53
"Seattle Supersonics",101,"Chicago Bulls",94,"Chicago",1,53
"Dallas Mavericks",95,"New Orleans Hornets",86,"Dallas",0,48
"Sacramento Kings",103,"Indiana Pacers",98,"Indiana",0,48
"Utah Jazz",94,"Los Angeles Clippers",89,"Los Angeles",0,48
"Phoenix Suns",95,"Denver Nuggets",65,"Phoenix",0,48
"Portland Trail Blazers",100,"Golden State Warriors",86,"Portland",0,48
"San Antonio Spurs",118,"Orlando Magic",105,"San Antonio",0,48
"Detroit Pistons",92,"Toronto Raptors",85,"Toronto",0,48
"Boston Celtics",90,"Miami Heat",62,"Boston",0,48
"Indiana Pacers",103,"Cleveland Cavaliers",82,"Cleveland",0,48
"New York Knicks",83,"Denver Nuggets",75,"Denver",0,48
"Toronto Raptors",89,"Detroit Pistons",78,"Detroit",0,48
"San Antonio Spurs",105,"Memphis Grizzlies",87,"Memphis",0,48
"Milwaukee Bucks",106,"Houston Rockets",99,"Milwaukee",0,48
"Minnesota Timberwolves",91,"Seattle Supersonics",86,"Minnesota",0,48
"New Orleans Hornets",106,"New Jersey Nets",97,"New Orleans",0,48
"Philadelphia 76ers",108,"Chicago Bulls",101,"Philadelphia",0,48
"Sacramento Kings",105,"Washington Wizards",99,"Washington",0,48
"Atlanta Hawks",91,"Washington Wizards",89,"Atlanta",0,48
"Los Angeles Lakers",100,"Dallas Mavericks",89,"Dallas",0,48
"Utah Jazz",93,"Portland Trail Blazers",88,"Portland",0,48
"Sacramento Kings",93,"Boston Celtics",92,"Boston",0,48
"Indiana Pacers",98,"Detroit Pistons",92,"Detroit",0,48
"Portland Trail Blazers",122,"Golden State Warriors",100,"Golden State",0,48
"Los Angeles Lakers",102,"Memphis Grizzlies",101,"Memphis",0,48
"Milwaukee Bucks",95,"Cleveland Cavaliers",93,"Milwaukee",0,48
"New Jersey Nets",99,"Miami Heat",83,"New Jersey",0,48
"Houston Rockets",88,"Philadelphia 76ers",79,"Philadelphia",0,48
"Seattle Supersonics",101,"Los Angeles Clippers",93,"Seattle",0,48
"San Antonio Spurs",124,"Toronto Raptors",98,"Toronto",0,48
"New York Knicks",94,"Utah Jazz",92,"Utah",1,53
"Atlanta Hawks",97,"Memphis Grizzlies",91,"Atlanta",0,48
"Chicago Bulls",117,"Milwaukee Bucks",115,"Chicago",1,53
"Cleveland Cavaliers",79,"New Orleans Hornets",76,"Cleveland",0,48
"Dallas Mavericks",108,"Orlando Magic",90,"Dallas",0,48
"Los Angeles Clippers",109,"New York Knicks",98,"Los Angeles",0,48
"Phoenix Suns",111,"Minnesota Timberwolves",94,"Phoenix",0,48
"Washington Wizards",99,"Boston Celtics",98,"Boston",1,53
"San Antonio Spurs",89,"Detroit Pistons",83,"Detroit",0,48
"Golden State Warriors",106,"Denver Nuggets",99,"Golden State",0,48
"Houston Rockets",114,"Orlando Magic",93,"Houston",0,48
"Indiana Pacers",90,"Miami Heat",69,"Indiana",0,48
"Los Angeles Lakers",115,"Phoenix Suns",113,"Los Angeles",1,53
"Sacramento Kings",97,"Philadelphia 76ers",81,"Philadelphia",0,48
"Minnesota Timberwolves",97,"Portland Trail Blazers",78,"Portland",0,48
"Seattle Supersonics",82,"Utah Jazz",80,"Seattle",0,48
"New Jersey Nets",96,"Toronto Raptors",87,"Toronto",0,48
"Chicago Bulls",115,"Indiana Pacers",103,"Chicago",0,48
"Washington Wizards",100,"Cleveland Cavaliers",91,"Cleveland",0,48
"Phoenix Suns",98,"Denver Nuggets",78,"Denver",0,48
"Golden State Warriors",128,"Utah Jazz",102,"Golden State",0,48
"Portland Trail Blazers",81,"Houston Rockets",66,"Houston",0,48
"Los Angeles Lakers",108,"Dallas Mavericks",99,"Los Angeles",0,48
"Memphis Grizzlies",111,"Los Angeles Clippers",108,"Memphis",0,48
"Miami Heat",89,"Toronto Raptors",83,"Miami",0,48
"New York Knicks",99,"Atlanta Hawks",95,"New York",0,48
"Philadelphia 76ers",91,"Detroit Pistons",74,"Philadelphia",0,48
"Sacramento Kings",107,"Seattle Supersonics",85,"Sacramento",0,48
"Atlanta Hawks",97,"New Jersey Nets",92,"Atlanta",0,48
"Detroit Pistons",111,"Chicago Bulls",102,"Detroit",1,53
"Milwaukee Bucks",112,"Los Angeles Clippers",92,"Milwaukee",0,48
"New Orleans Hornets",100,"Cleveland Cavaliers",81,"New Orleans",0,48
"Orlando Magic",88,"Toronto Raptors",82,"Orlando",0,48
"Phoenix Suns",112,"Dallas Mavericks",89,"Phoenix",0,48
"San Antonio Spurs",84,"Portland Trail Blazers",79,"San Antonio",0,48
"Seattle Supersonics",100,"Minnesota Timberwolves",92,"Seattle",0,48
"Utah Jazz",94,"Houston Rockets",73,"Utah",0,48
"Boston Celtics",87,"Washington Wizards",83,"Washington",0,48
"Philadelphia 76ers",99,"Boston Celtics",78,"Boston",0,48
"Los Angeles Lakers",117,"Sacramento Kings",104,"Los Angeles",0,48
"Atlanta Hawks",109,"Cleveland Cavaliers",89,"Atlanta",0,48
"Chicago Bulls",95,"New Jersey Nets",86,"Chicago",0,48
"Orlando Magic",98,"Indiana Pacers",86,"Indiana",0,48
"Memphis Grizzlies",96,"Portland Trail Blazers",93,"Memphis",0,48
"Washington Wizards",91,"Miami Heat",87,"Miami",0,48
"Minnesota Timberwolves",106,"Los Angeles Clippers",90,"Minnesota",0,48
"New Orleans Hornets",93,"Detroit Pistons",89,"New Orleans",0,48
"New York Knicks",108,"Philadelphia 76ers",103,"New York",0,48
"Phoenix Suns",117,"Golden State Warriors",101,"Phoenix",0,48
"Sacramento Kings",105,"Denver Nuggets",103,"Sacramento",0,48
"San Antonio Spurs",94,"Seattle Supersonics",86,"San Antonio",0,48
"Milwaukee Bucks",105,"Toronto Raptors",103,"Toronto",0,48
"Utah Jazz",95,"Dallas Mavericks",92,"Utah",0,48
"Cleveland Cavaliers",104,"New York Knicks",99,"Cleveland",1,53
"Dallas Mavericks",117,"Golden State Warriors",108,"Dallas",0,48
"Los Angeles Clippers",101,"Denver Nuggets",79,"Denver",0,48
"Houston Rockets",101,"Seattle Supersonics",86,"Houston",0,48
"New Jersey Nets",94,"Toronto Raptors",86,"New Jersey",0,48
"Orlando Magic",89,"Boston Celtics",86,"Orlando",0,48
"Atlanta Hawks",101,"Washington Wizards",100,"Washington",0,48
"Detroit Pistons",110,"Memphis Grizzlies",107,"Memphis",2,58
"Boston Celtics",94,"Miami Heat",86,"Miami",0,48
"Milwaukee Bucks",107,"Indiana Pacers",98,"Milwaukee",0,48
"Minnesota Timberwolves",119,"Chicago Bulls",95,"Minnesota",0,48
"New Orleans Hornets",94,"Philadelphia 76ers",89,"Philadelphia",0,48
"Phoenix Suns",92,"San Antonio Spurs",85,"Phoenix",0,48
"Portland Trail Blazers",101,"Los Angeles Lakers",99,"Portland",0,48
"Atlanta Hawks",100,"Orlando Magic",84,"Atlanta",0,48
"Dallas Mavericks",109,"Seattle Supersonics",106,"Dallas",0,48
"Detroit Pistons",89,"Cleveland Cavaliers",88,"Detroit",0,48
"Los Angeles Clippers",122,"Golden State Warriors",113,"Golden State",0,48
"New Orleans Hornets",87,"New Jersey Nets",74,"New Jersey",0,48
"San Antonio Spurs",91,"Utah Jazz",83,"Utah",0,48
"New York Knicks",93,"Washington Wizards",79,"Washington",0,48
"Chicago Bulls",115,"Philadelphia 76ers",106,"Chicago",0,48
"Houston Rockets",97,"Memphis Grizzlies",86,"Houston",0,48
"Los Angeles Lakers",126,"Denver Nuggets",104,"Los Angeles",0,48
"Indiana Pacers",109,"New York Knicks",93,"New York",0,48
"Portland Trail Blazers",120,"Phoenix Suns",102,"Portland",0,48
"Miami Heat",103,"Toronto Raptors",99,"Toronto",0,48
